STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,URBANIZATION,Urbanization,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,CK,Cook Islands,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2015,,82,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,CK,Cook Islands,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2015,,19.14,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2015,,2931,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2019,,2496,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2015,,42.92,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2019,,34.59,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2015,,46.52,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2019,,50.15,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,U,Urban,PWD,Persons without disability,2015,,15.59,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,PWD,Persons without disability,2015,,16.3,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TK,Tokelau,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2015,,10.76,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2015,,39.08,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2017,,35.86,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2016,,2332,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2018,,2178,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2021,,1807,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PD,Persons with disability,2016,,30.34,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PD,Persons with disability,2018,,74.68,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PD,Persons with disability,2021,,35.42,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,PD,Persons with disability,2016,,26.79,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,PD,Persons with disability,2018,,85.25,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2016,,24.13,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2018,,27,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2021,,15.1,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2017,,12,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2017,,861,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2017,,47.33,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,PWD,Persons without disability,2019,,334,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2019,,57.04,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2019,,40.89,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2019,,2264,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2019,,8447,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NR,Nauru,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2011,,542,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NR,Nauru,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2012,,596,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,SB,Solomon Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2012,,36037,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,SB,Solomon Islands,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2012,,32.52,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2013,,325,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2015,,396,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2013,,11.8,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2015,,15.1,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,WS,Samoa,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2013,,1148,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,WS,Samoa,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2013,,31.21,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,PWD,Persons without disability,2015,,2202,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,PWD,Persons without disability,2019,,2585,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2015,,2411,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2019,,3263,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2015,,47.74,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2019,,55.03,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2015,,196,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2015,,197,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2015,,18.2,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2015,,329,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2017,,164,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2016,,86,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2018,,121,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2021,,93,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NU,Niue,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2017,,11.83,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2017,,47.47,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2019,,22936,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2019,,51.23,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2019,,42.96,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2011,,1948,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2019,,1465,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2011,,447,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2019,,286,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2011,,51.05,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2019,,44.65,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2013,,54,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2015,,42,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2013,,11.71,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2015,,16.5,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,CK,Cook Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2015,,395,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",M,Male,U,Urban,_T,No breakdown by disability,2015,,2665,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",M,Male,U,Urban,_T,No breakdown by disability,2019,,2557,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2015,,4630,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2019,,5912,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2015,,45.99,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2019,,50.95,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,U,Urban,PWD,Persons without disability,2015,,17.67,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TK,Tokelau,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2015,,24,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2015,,161,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2017,,123,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2015,,227,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2017,,284,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2016,,1977,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2018,,2020,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2021,,1427,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PD,Persons with disability,2016,,32.56,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PD,Persons with disability,2018,,74.7,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2017,,80,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2017,,45.85,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,PWD,Persons without disability,2019,,10230,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2019,,18781,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PD,Persons with disability,2019,,90.08,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2019,,39.99,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2019,,30.75,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2011,,2473,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2019,,1800,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,FM,Micronesia (Federated States of),NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2013,,2815,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,WS,Samoa,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2013,,8650,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,WS,Samoa,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2013,,39.47,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,WS,Samoa,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2013,,32.09,,PERCENT,percent,,,,,,,,,,
